	GeneID	chr	strand	1stExonStart	1stExonEnd	2ndExonStart	2ndExonEnd	upstreamEE	downstreamES
2943	ENSMUSG00000020300	chr11	+	31908824	31908875	31918800	31918824	31889939	31920408
2955	ENSMUSG00000042105	chr7	+	128636157	128636238	128659015	128659152	128611691	128663637
2956	ENSMUSG00000042105	chr7	+	128690626	128690698	128691751	128691825	128685284	128692253
2957	ENSMUSG00000042105	chr7	+	128690626	128690698	128691751	128691825	128689246	128692253
2966	ENSMUSG00000079179	chr12	+	3237284	3237412	3237590	3237660	3235929	3238063
2967	ENSMUSG00000079179	chr12	+	3238833	3239009	3241521	3241578	3238112	3247351
2968	ENSMUSG00000079179	chr12	+	3241521	3241578	3247351	3247438	3238112	3249866
2969	ENSMUSG00000079179	chr12	+	3241521	3241578	3247351	3247438	3239009	3249866
2975	ENSMUSG00000016487	chr6	+	146990513	146990600	146992401	146992515	146978249	146993305
2979	ENSMUSG00000045482	chr5	+	144810150	144810204	144810331	144810352	144807391	144811894
2980	ENSMUSG00000001419	chr3	+	88158033	88158171	88158220	88158355	88156525	88159121
2981	ENSMUSG00000001419	chr3	+	88161780	88161801	88162957	88163087	88161381	88167514
2983	ENSMUSG00000027132	chr2	+	112407585	112407704	112408382	112408433	112406353	112408523
2995	ENSMUSG00000040612	chr1	+	166270498	166270618	166291415	166291472	166269637	166294590
2996	ENSMUSG00000040612	chr1	+	166270498	166270618	166294590	166294737	166269637	166295751
2997	ENSMUSG00000040612	chr1	+	166270498	166270618	166291415	166291472	166269637	166303501
2998	ENSMUSG00000040612	chr1	+	166270498	166270618	166294590	166294737	166269637	166303501
2999	ENSMUSG00000040612	chr1	+	166270498	166270618	166303501	166303615	166269637	166307719
3000	ENSMUSG00000040612	chr1	+	166291415	166291472	166294590	166294737	166269637	166303501
3001	ENSMUSG00000040612	chr1	+	166291415	166291472	166294590	166294737	166270618	166295751
3002	ENSMUSG00000040612	chr1	+	166291415	166291472	166295751	166295928	166270618	166303501
3003	ENSMUSG00000040612	chr1	+	166294590	166294737	166303501	166303615	166270618	166307719
3004	ENSMUSG00000040612	chr1	+	166294590	166294737	166295751	166295928	166291472	166303501
3005	ENSMUSG00000040612	chr1	+	166294590	166294737	166303501	166303615	166291472	166307719
3010	ENSMUSG00000105265	chr3	+	34611698	34611892	34630062	34630231	34560569	34638357
3011	ENSMUSG00000105265	chr3	+	34615587	34615711	34630062	34630231	34611892	34638357
3017	ENSMUSG00000032336	chr9	+	58640668	58640802	58643528	58643802	58582526	58650496
3018	ENSMUSG00000032336	chr9	+	58643528	58643802	58650496	58650518	58640802	58651257
3019	ENSMUSG00000032336	chr9	+	58650496	58650518	58651257	58651332	58643802	58651858
3020	ENSMUSG00000032336	chr9	+	58650508	58650518	58651257	58651332	58643802	58651858
3021	ENSMUSG00000004633	chr6	+	54194025	54194081	54215661	54215693	54173502	54218523
3022	ENSMUSG00000024785	chr19	+	29130649	29130806	29134399	29134503	29128124	29143141
3027	ENSMUSG00000004018	chr11	+	26468671	26468717	26468800	26468882	26468418	26469651
3028	ENSMUSG00000071369	chr10	+	20104159	20104265	20108148	20108306	20100197	20110717
3029	ENSMUSG00000061689	chr2	+	156748022	156748102	156748331	156748403	156746196	156748943
3030	ENSMUSG00000061689	chr2	+	156748022	156748102	156748331	156748420	156746196	156748943
3033	ENSMUSG00000020297	chr11	+	32017650	32017734	32055012	32055123	32001880	32057442
3036	ENSMUSG00000020064	chr10	+	63245821	63246125	63264025	63264185	63245448	63269627
3038	ENSMUSG00000040506	chr2	+	91810029	91810209	91824459	91824540	91773747	91825251
3039	ENSMUSG00000040506	chr2	+	91810029	91810209	91824459	91824540	91805110	91825251
3040	ENSMUSG00000040506	chr2	+	91810029	91810209	91824459	91824540	91805110	91875715
3041	ENSMUSG00000040506	chr2	+	91824459	91824540	91825251	91825352	91810209	91875715
3042	ENSMUSG00000040506	chr2	+	91900497	91900637	91910296	91910389	91886978	91911413
3060	ENSMUSG00000028937	chr4	+	152206763	152206881	152223070	152223162	152178340	152229774
3061	ENSMUSG00000028937	chr4	+	152217735	152217892	152229774	152229889	152206881	152237679
3062	ENSMUSG00000028937	chr4	+	152229774	152229889	152237679	152237766	152223162	152253148
3063	ENSMUSG00000028937	chr4	+	152237679	152237766	152253148	152253265	152229889	152260845
3064	ENSMUSG00000026820	chr2	+	32400877	32401078	32401486	32401604	32400552	32402175
3065	ENSMUSG00000100303	chr2	+	75302676	75302759	75304278	75304346	75301666	75305450
3066	ENSMUSG00000020349	chr11	+	52118668	52118758	52119142	52119304	52118160	52120932
3072	ENSMUSG00000033257	chr1	+	74687203	74687395	74687477	74687560	74686393	74687722
3075	ENSMUSG00000042700	chr12	+	82234462	82234528	82265956	82266025	82170076	82311348
3076	ENSMUSG00000042700	chr12	+	82234462	82234528	82311348	82311409	82170076	82340661
3077	ENSMUSG00000042700	chr12	+	82265956	82266025	82311348	82311409	82234528	82340661
3078	ENSMUSG00000042700	chr12	+	82311348	82311409	82340661	82342499	82266025	82357232
3079	ENSMUSG00000054863	chr15	+	87681479	87681629	87720501	87720629	87625486	87757296
3081	ENSMUSG00000036104	chr1	+	127930389	127930444	127930706	127931078	127928121	127934416
3083	ENSMUSG00000020898	chr11	+	69029685	69029812	69030483	69030598	69028064	69030690
3084	ENSMUSG00000027455	chr2	+	151496583	151496681	151500714	151500789	151494412	151503013
3085	ENSMUSG00000027455	chr2	+	151502454	151502460	151503013	151503179	151500789	151504110
3086	ENSMUSG00000027455	chr2	+	151504110	151504203	151505352	151505462	151503179	151506246
3087	ENSMUSG00000027455	chr2	+	151505352	151505462	151506246	151506384	151504203	151509508
3092	ENSMUSG00000036792	chr2	+	49099716	49099809	49118651	49118805	49086652	49169908
3093	ENSMUSG00000036792	chr2	+	49118651	49118805	49169908	49170013	49099809	49231671
3094	ENSMUSG00000036792	chr2	+	49169908	49170013	49231671	49231848	49118805	49245541
3095	ENSMUSG00000036792	chr2	+	49274562	49274774	49278580	49279783	49273057	49298655
3096	ENSMUSG00000036792	chr2	+	49278580	49279783	49298655	49298729	49274774	49313649
3097	ENSMUSG00000036792	chr2	+	49298655	49298729	49313649	49313725	49279783	49316387
3098	ENSMUSG00000060992	chr15	+	103291328	103291420	103294721	103294777	103290756	103296532
3104	ENSMUSG00000025911	chr1	+	9551716	9551757	9552922	9552976	9549944	9553317
3105	ENSMUSG00000025911	chr1	+	9552922	9552976	9553317	9553472	9549944	9553622
3106	ENSMUSG00000025911	chr1	+	9552922	9552976	9553317	9553472	9551757	9553622
3107	ENSMUSG00000025911	chr1	+	9553317	9553472	9553622	9553819	9552976	9555537
3112	ENSMUSG00000030180	chr6	+	120368931	120369054	120374816	120374987	120366647	120381534
3113	ENSMUSG00000030180	chr6	+	120374816	120374987	120381534	120381669	120369054	120382916
3114	ENSMUSG00000030180	chr6	+	120394086	120394249	120398937	120399057	120390835	120402505
3115	ENSMUSG00000030180	chr6	+	120394086	120394249	120398937	120399082	120390835	120402505
3129	ENSMUSG00000072893	chr11	+	59507190	59507312	59507830	59507938	59506886	59509653
3130	ENSMUSG00000025207	chr19	+	44998231	44998454	44998670	44998786	44998108	44998877
3136	ENSMUSG00000031820	chr8	+	71399525	71399646	71402745	71402875	71398450	71402975
3137	ENSMUSG00000008658	chr16	+	7285477	7285531	7292184	7292277	7277168	7294069
3138	ENSMUSG00000008658	chr16	+	7306407	7306461	7330361	7330442	7294130	7352931
3139	ENSMUSG00000008658	chr16	+	7363864	7363904	7369800	7369843	7353064	7375904
3140	ENSMUSG00000008658	chr16	+	7363864	7363904	7375904	7375969	7353064	7407963
3141	ENSMUSG00000051950	chr5	+	149696424	149696474	149703278	149703318	149678379	149709319
3148	ENSMUSG00000044005	chr10	+	128199636	128199758	128200885	128200965	128199281	128201205
3149	ENSMUSG00000044005	chr10	+	128200172	128200302	128200885	128200965	128199758	128201205
3150	ENSMUSG00000044005	chr10	+	128204860	128204911	128205087	128205264	128204727	128206871
3151	ENSMUSG00000029152	chr5	+	73293965	73294010	73294284	73294347	73293482	73294925
3152	ENSMUSG00000029152	chr5	+	73300663	73300717	73303591	73303639	73295006	73304548
3153	ENSMUSG00000028863	chr4	+	125107516	125107546	125107651	125107709	125103031	125108322
3161	ENSMUSG00000026447	chr1	+	133070317	133070418	133071173	133071328	133067229	133071601
3162	ENSMUSG00000020376	chr11	+	50052775	50052970	50071170	50071421	50025647	50085740
3163	ENSMUSG00000021144	chr12	+	113133540	113133576	113135796	113135828	113133337	113136280
3167	ENSMUSG00000030983	chr7	+	133714187	133714262	133714898	133714979	133709528	133716860
3168	ENSMUSG00000030983	chr7	+	133714898	133714979	133716860	133716950	133714262	133717598
3169	ENSMUSG00000046201	chr17	+	3167962	3168139	3169326	3169406	3164277	3171102
3171	ENSMUSG00000034401	chr4	+	111784802	111784843	111799069	111799254	111780842	111805930
3172	ENSMUSG00000034401	chr4	+	111799069	111799254	111805930	111805982	111784843	111822740
3173	ENSMUSG00000034401	chr4	+	111799069	111799254	111805930	111806030	111784843	111822740
3174	ENSMUSG00000064302	chr1	+	118510205	118510376	118521826	118521934	118509621	118525296
3175	ENSMUSG00000064302	chr1	+	118512174	118512222	118512704	118512728	118510376	118521826
3176	ENSMUSG00000064302	chr1	+	118531977	118532085	118536134	118536197	118525455	118539265
3177	ENSMUSG00000021504	chr13	+	55604019	55604382	55607196	55607422	55600192	55608341
3178	ENSMUSG00000021504	chr13	+	55604019	55604382	55608697	55608802	55600192	55609218
3179	ENSMUSG00000021504	chr13	+	55604119	55604382	55607196	55607422	55600192	55608341
3180	ENSMUSG00000021504	chr13	+	55607196	55607422	55608341	55608425	55604382	55608697
3181	ENSMUSG00000021504	chr13	+	55607196	55607422	55608697	55608802	55604382	55609218
3182	ENSMUSG00000021504	chr13	+	55607196	55607422	55608341	55608425	55604382	55609218
3186	ENSMUSG00000067028	chr1	+	99967191	99967385	100050641	100050789	99940747	100072047
3187	ENSMUSG00000067028	chr1	+	100370057	100370228	100379050	100379269	100369884	100383380
3189	ENSMUSG00000026883	chr2	+	35643887	35643991	35661491	35661625	35558612	35707647
3190	ENSMUSG00000026883	chr2	+	35661491	35661625	35707647	35707801	35643991	35708813
3191	ENSMUSG00000026883	chr2	+	35661491	35661625	35707647	35707801	35644124	35708813
3193	ENSMUSG00000041236	chr13	+	18723187	18723226	18739441	18739546	18717336	18745261
3194	ENSMUSG00000041236	chr13	+	18794326	18794392	18810431	18810551	18791649	18811566
3195	ENSMUSG00000041236	chr13	+	18810431	18810551	18811566	18811713	18794392	18814226
3196	ENSMUSG00000020022	chr10	+	94199949	94200032	94203287	94203375	94199130	94220680
3205	ENSMUSG00000020859	chr11	+	94036599	94036670	94043571	94043666	94013743	94048407
3206	ENSMUSG00000020859	chr11	+	94079198	94079210	94080739	94080754	94071686	94081339
3207	ENSMUSG00000020859	chr11	+	94106633	94106782	94108454	94108626	94102158	94112032
3215	ENSMUSG00000045594	chr9	+	114450596	114450671	114454187	114454277	114443121	114456430
3216	ENSMUSG00000038160	chr10	+	44289862	44289990	44294595	44294674	44286197	44303566
3217	ENSMUSG00000038160	chr10	+	44319459	44319554	44346956	44347074	44303729	44362915
3218	ENSMUSG00000004187	chr15	+	76666228	76666350	76666446	76666570	76666133	76666662
3220	ENSMUSG00000032536	chr9	+	121431478	121431555	121440669	121440786	121392051	121442691
3221	ENSMUSG00000060206	chr4	+	55060013	55060237	55072972	55073105	55051327	55079263
3222	ENSMUSG00000036241	chr4	+	41174040	41174127	41183244	41183342	41136246	41189151
3223	ENSMUSG00000036241	chr4	+	41183244	41183342	41189151	41189286	41174127	41190604
3227	ENSMUSG00000041420	chr7	+	16177708	16177868	16178744	16179100	16177573	16182040
3228	ENSMUSG00000041420	chr7	+	16184037	16184096	16184634	16184718	16183856	16185447
3229	ENSMUSG00000041420	chr7	+	16184037	16184096	16185447	16185517	16183867	16186056
3230	ENSMUSG00000041420	chr7	+	16184037	16184096	16185447	16185521	16183867	16186056
3231	ENSMUSG00000020246	chr10	+	82702442	82702603	82709008	82709217	82701067	82709963
3232	ENSMUSG00000020246	chr10	+	82709008	82709217	82709963	82710048	82702603	82711834
3233	ENSMUSG00000020246	chr10	+	82723618	82723786	82728252	82728427	82712238	82732602
3236	ENSMUSG00000034573	chr5	+	103541521	103541616	103543407	103543464	103541386	103550224
3237	ENSMUSG00000037490	chr10	+	22664362	22665706	22692134	22692257	22645313	22693993
3239	ENSMUSG00000032202	chr9	+	73075392	73075567	73082401	73082487	73045011	73084930
3240	ENSMUSG00000050840	chr1	+	104942097	104942217	104945191	104945359	104941326	104947323
3241	ENSMUSG00000050840	chr1	+	104945191	104945359	104947323	104947511	104942217	104953828
3242	ENSMUSG00000050840	chr1	+	104947323	104947511	104953828	104954082	104945359	104970820
3243	ENSMUSG00000070570	chr7	+	45172891	45173002	45173361	45173489	45172190	45174750
3244	ENSMUSG00000020527	chr11	+	84895267	84895364	84895477	84895554	84894652	84897120
3259	ENSMUSG00000041607	chr18	+	82554319	82554750	82572824	82572926	82522137	82575171
3260	ENSMUSG00000041607	chr18	+	82561777	82561855	82572824	82572926	82554750	82575171
3261	ENSMUSG00000041607	chr18	+	82561777	82561855	82578935	82579058	82554750	82584111
3262	ENSMUSG00000041607	chr18	+	82572824	82572926	82575171	82575207	82554750	82575600
3263	ENSMUSG00000041607	chr18	+	82572824	82572926	82575171	82575207	82561855	82575600
3264	ENSMUSG00000041607	chr18	+	82575171	82575207	82575600	82575633	82572926	82578935
3265	ENSMUSG00000041607	chr18	+	82575171	82575207	82575600	82575633	82572926	82584111
3266	ENSMUSG00000041607	chr18	+	82575600	82575633	82578935	82579058	82575207	82584111
3268	ENSMUSG00000019802	chr10	+	42797682	42797733	42798746	42798855	42796264	42801632
3269	ENSMUSG00000051223	chr1	+	58397675	58397852	58399003	58399098	58394275	58400706
3270	ENSMUSG00000018666	chr11	+	96801428	96801606	96802727	96802822	96800947	96806615
3271	ENSMUSG00000018666	chr11	+	96801428	96801606	96802727	96802998	96800947	96806615
3272	ENSMUSG00000027011	chr2	+	78872421	78872472	78913673	78913806	78870678	78918686
3273	ENSMUSG00000042331	chr11	+	62029252	62029422	62042942	62043075	61956889	62117699
3274	ENSMUSG00000042331	chr11	+	62042942	62043075	62117699	62119282	62029422	62128199
3277	ENSMUSG00000078451	chr10	+	41501783	41501931	41502995	41503052	41501687	41507423
3278	ENSMUSG00000078451	chr10	+	41502995	41503052	41507423	41507559	41501931	41514090
3279	ENSMUSG00000037579	chr15	+	99228472	99228716	99229058	99229216	99228042	99229305
3281	ENSMUSG00000024065	chr17	+	73816230	73816407	73820477	73820575	73805469	73827149
3286	ENSMUSG00000021024	chr12	+	55408001	55408083	55410126	55410282	55398991	55412186
3287	ENSMUSG00000021140	chr12	+	81894982	81895191	81906448	81906554	81860524	81912664
3288	ENSMUSG00000021140	chr12	+	81928241	81928374	81933530	81933715	81919380	81946930
3289	ENSMUSG00000027763	chr3	+	60603693	60603894	60613262	60613520	60595764	60615619
3290	ENSMUSG00000027763	chr3	+	60613262	60613520	60615619	60615773	60603894	60622145
3291	ENSMUSG00000027763	chr3	+	60613262	60613520	60615619	60615773	60603894	60625123
3292	ENSMUSG00000027763	chr3	+	60615619	60615773	60625123	60625198	60613520	60626379
3293	ENSMUSG00000027763	chr3	+	60615724	60615773	60625123	60625198	60613520	60626379
3294	ENSMUSG00000027763	chr3	+	60621422	60621458	60622145	60622240	60615773	60625123
3295	ENSMUSG00000007653	chr11	+	42421551	42421643	42422580	42422648	42421426	42487195
3298	ENSMUSG00000031776	chr8	+	94670320	94670427	94671294	94671380	94667658	94672061
3299	ENSMUSG00000031776	chr8	+	94670320	94670427	94672061	94672158	94667658	94673016
3300	ENSMUSG00000056342	chr11	+	23333438	23333859	23343510	23343660	23320748	23345149
3301	ENSMUSG00000056342	chr11	+	23362576	23362612	23363057	23363188	23361716	23363790
3302	ENSMUSG00000056342	chr11	+	23363057	23363188	23363790	23364512	23362612	23367338
3303	ENSMUSG00000056342	chr11	+	23401452	23401578	23403559	23403682	23393961	23403811
3304	ENSMUSG00000056342	chr11	+	23473169	23473294	23474265	23474389	23473054	23484101
3305	ENSMUSG00000001786	chr10	+	86033233	86033320	86044422	86044599	86031069	86046772
3311	ENSMUSG00000025903	chr1	+	4808454	4808486	4828583	4828649	4807982	4830267
3312	ENSMUSG00000025903	chr1	+	4828583	4828649	4830267	4830315	4808486	4832310
3313	ENSMUSG00000042729	chr19	+	8735986	8736093	8736175	8736297	8735905	8737653
3314	ENSMUSG00000042729	chr19	+	8736175	8736297	8737653	8737729	8736093	8737847
3324	ENSMUSG00000030852	chr7	+	130663015	130663141	130674601	130674739	130601937	130716702
3325	ENSMUSG00000030852	chr7	+	130743543	130743684	130751189	130751333	130742301	130751833
3326	ENSMUSG00000041769	chr7	+	138869689	138869855	138870389	138870502	138868507	138872873
3339	ENSMUSG00000053436	chr17	+	28728356	28728471	28741787	28741866	28725844	28744982
3340	ENSMUSG00000053436	chr17	+	28737010	28737090	28740679	28740759	28728975	28741787
3342	ENSMUSG00000026504	chr1	+	176824751	176824904	176831056	176831182	176815055	176840284
3343	ENSMUSG00000026504	chr1	+	176826198	176826284	176828869	176828983	176815055	176831056
3344	ENSMUSG00000026504	chr1	+	176853763	176853902	176868211	176868364	176845369	176874563
3345	ENSMUSG00000063358	chr16	+	17026357	17026489	17035441	17035551	17026140	17038313
3346	ENSMUSG00000063358	chr16	+	17035441	17035551	17038313	17038434	17026489	17043685
3347	ENSMUSG00000063358	chr16	+	17035441	17035551	17038313	17038439	17026489	17043685
3356	ENSMUSG00000034854	chr10	+	81361098	81361237	81361313	81361499	81360292	81362024
3367	ENSMUSG00000091896	chr18	+	35799951	35800029	35800109	35800215	35799872	35801273
3368	ENSMUSG00000091896	chr18	+	35800109	35800215	35801273	35801367	35800029	35805517
3369	ENSMUSG00000031889	chr8	+	105246420	105246554	105246837	105246921	105241139	105248095
3370	ENSMUSG00000039275	chr11	+	121290743	121290890	121296028	121296222	121288078	121296913
3371	ENSMUSG00000039275	chr11	+	121296028	121296222	121296222	121296351	121290890	121296913
3372	ENSMUSG00000039275	chr11	+	121296028	121296222	121296913	121297089	121290890	121298558
3376	ENSMUSG00000038936	chr1	+	179681650	179681707	179684204	179684316	179681552	179685695
3378	ENSMUSG00000075569	chr5	+	143977046	143977166	143983903	143984102	143967246	143985450
3379	ENSMUSG00000075569	chr5	+	143979857	143979948	143983903	143984102	143977166	143985450
3384	ENSMUSG00000021940	chr14	+	33624898	33624989	33632905	33633121	33622630	33638319
3385	ENSMUSG00000001416	chr3	+	88299341	88299403	88302767	88302864	88297266	88305012
3386	ENSMUSG00000001416	chr3	+	88300799	88300850	88300928	88300991	88299403	88302767
3390	ENSMUSG00000029227	chr5	+	74557039	74557149	74564518	74564626	74546825	74571098
3391	ENSMUSG00000069601	chr10	+	69904447	69904510	69920437	69920491	69904270	69927694
